user_id,title,score
53,Dragon Ball Z,10
53,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,10
53,Dragon Ball: Episode of Bardock,10
53,Ensemble Stars!,10
53,Fairy Tail,10
53,Fairy Tail (2014),10
53,Fairy Tail Movie 1: Houou no Miko,10
53,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,10
53,Fairy Tail Movie 2: Dragon Cry,10
53,Fairy Tail OVA,10
53,Fairy Tail OVA (2016),10
53,Fairy Tail x Rave,10
53,Fairy Tail: Final Series,10
53,Fruits Basket 1st Season,10
53,Fruits Basket 2nd Season,10
53,Fruits Basket: The Final,10
53,Fullmetal Alchemist,10
53,Fullmetal Alchemist: Brotherhood,10
53,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,10
53,Fullmetal Alchemist: Brotherhood Specials,10
53,Gekkan Shoujo Nozaki-kun,10
53,Gekkan Shoujo Nozaki-kun Specials,10
53,Groove Adventure Rave,10
53,Haikyuu!!,10
53,Haikyuu!! Movie 1: Owari to Hajimari,10
53,Haikyuu!! Second Season,10
53,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,10
53,Haikyuu!!: Lev Genzan!,10
53,Haikyuu!!: To the Top,10
53,Haikyuu!!: To the Top 2nd Season,10
53,Himouto! Umaru-chan,10
53,Himouto! Umaru-chan OVA,10
53,Himouto! Umaru-chan R,10
53,Himouto! Umaru-chanS,10
53,Hunter x Hunter,10
53,Hunter x Hunter (2011),10
53,Hunter x Hunter Movie 1: Phantom Rouge,10
53,Hunter x Hunter Movie 2: The Last Mission,10
53,Hunter x Hunter Pilot,10
53,Hunter x Hunter: Greed Island,10
53,Hunter x Hunter: Greed Island Final,10
53,Hunter x Hunter: Original Video Animation,10
53,"Ijiranaide, Nagatoro-san",10
53,Inu x Boku SS,10
53,Inu x Boku SS Special,10
53,It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,10
53,Jibaku Shounen Hanako-kun,10
53,Jujutsu Kaisen (TV),10
53,Kamisama Hajimemashita,10
53,Kamisama Hajimemashita OVA,10
53,Kamisama Hajimemashita: Kako-hen,10
53,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",10
53,Kamisama Hajimemashita◎,10
53,Kill la Kill,10
53,Kill la Kill Specials,10
53,Kimetsu Gakuen: Valentine-hen,10
53,Kimetsu no Yaiba,10
53,Kimetsu no Yaiba Movie: Mugen Ressha-hen,10
53,Kobayashi-san Chi no Maid Dragon,10
53,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",10
53,Kobayashi-san Chi no OO Dragon,10
53,Kono Subarashii Sekai ni Shukufuku wo!,10
53,Kono Subarashii Sekai ni Shukufuku wo! 2,10
53,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,10
53,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,10
53,Koro-sensei Quest!,10
53,Kotoura-san,10
53,Kotoura-san: Haruka no Heya,10
53,Little Witch Academia,10
53,Little Witch Academia (TV),10
53,Little Witch Academia: Mahoujikake no Parade,10
53,Mini Dragon,10
53,Mob Psycho 100,10
53,Mob Psycho 100 II,10
53,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,10
53,Mugyutto! Black Clover,10
53,Neon Genesis Evangelion,10
53,Nichijou,10
53,Nichijou: Nichijou no 0-wa,10
53,Odd Taxi,10
53,Osomatsu-san,10
53,Osomatsu-san 2nd Season,10
53,Osomatsu-san 3rd Season,10
53,Osomatsu-san Movie,10
53,Osomatsu-san Short Film Series,10
53,Osomatsu-san Special,10
53,Ouran Koukou Host Club,10
53,Pokemon Movie 17: Hakai no Mayu to Diancie,10
53,Pokemon Movie 18: Ring no Choumajin Hoopa,10
53,Pokemon Movie 19: Volcanion to Karakuri no Magearna,10
53,Pokemon XY,10
53,Pokemon XY&Z,10
53,Pokemon XY&Z Specials,10
53,Pokemon XY: Mega Evolution,10
53,Pokemon XY: New Year Special,10
53,Pokemon XY: New Year's Eve 2014 Super Mega Special,10
53,Radiant,10
53,Radiant 2nd Season,10
53,Ranma ½,10
53,Ranma ½ OVA,10
53,Ranma ½ Super,10
53,Ranma ½: 1994 Music Calendar,10
53,Ranma ½: Akumu! Shunmin Kou,10
53,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,10
53,Ranma ½: DoCo Music Video,10
53,Ranma ½: Nettou Uta Gassen,10
53,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,10
53,Ranma ½: Totteoki Talk - Best of Memories,10
53,Ranma ½: Yomigaeru Kioku,10
53,Saiki Kusuo no Ψ-nan,10
53,Saiki Kusuo no Ψ-nan (ONA),10
53,Saiki Kusuo no Ψ-nan 2,10
53,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,10
53,Saiki Kusuo no Ψ-nan: Kanketsu-hen,10
53,Sekikashita Kusanagi,10
53,Senyuu.,10
53,Senyuu. 2,10
53,Senyuu. Specials,10
53,SK∞,10
53,Soul Eater,10
53,Soul Eater NOT!,10
53,Yakusoku no Neverland,10
53,Yakusoku no Neverland 2nd Season,1
53,Yakusoku no Neverland 2nd Season: Michishirube,1
54,A.I.C.O.: Incarnation,0
54,Ao no Exorcist,0
54,Ao no Exorcist: Kyoto Fujouou-hen,0
54,Banana Fish,10
54,Boku dake ga Inai Machi,0
54,Boku no Hero Academia,0
54,Boku no Hero Academia 2nd Season,0
54,Boku no Hero Academia 3rd Season,0
54,Boku no Hero Academia 4th Season,0
54,Bungou Stray Dogs,0
54,Bungou Stray Dogs 2nd Season,0
54,Bungou Stray Dogs 3rd Season,0
54,Bungou Stray Dogs: Dead Apple,0
54,Bungou Stray Dogs: Hitori Ayumu,0
54,Death Note,0
54,Gake no Ue no Ponyo,0
54,Given,0
54,Given Movie,0
54,Haikyuu!!,0
54,Haikyuu!! Second Season,0
54,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,0
54,Jujutsu Kaisen (TV),0
54,Kimetsu no Yaiba,0
54,Koe no Katachi,0
54,Kotonoha no Niwa,0
54,Kujira no Kora wa Sajou ni Utau,0
54,Owari no Seraph,0
54,Owari no Seraph: Nagoya Kessen-hen,0
54,Sen to Chihiro no Kamikakushi,0
54,Shigatsu wa Kimi no Uso,0
54,Shingeki no Kyojin,0
54,Shingeki no Kyojin Season 2,0
54,Shingeki no Kyojin Season 3,0
54,Shingeki no Kyojin Season 3 Part 2,0
54,Shingeki no Kyojin: The Final Season,0
54,SK∞,0
54,Sword Art Online,0
54,Tonari no Totoro,0
54,Yuri!!! on Ice,0
55,Another,2
55,Aria the Animation,6
55,Bakemonogatari,9
55,Barakamon,9
55,Black Lagoon,4
55,Black Lagoon: The Second Barrage,4
55,Byousoku 5 Centimeter,9
55,Carnival Phantasm,9
55,Clannad,8
55,Clannad: After Story,10
55,Code Geass: Hangyaku no Lelouch,8
55,Code Geass: Hangyaku no Lelouch R2,6
55,Death Note,8
55,Emiya-san Chi no Kyou no Gohan,6
55,Evangelion: 1.0 You Are (Not) Alone,4
55,Evangelion: 2.0 You Can (Not) Advance,3
55,Evangelion: 3.0 You Can (Not) Redo,1
55,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,5
55,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,6
55,Fate/stay night Movie: Heaven's Feel - III. Spring Song,6
55,Fate/Zero,2
55,Fate/Zero 2nd Season,3
55,FLCL,8
55,Gekkan Shoujo Nozaki-kun,7
55,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,6
55,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,6
55,Hanamonogatari,4
55,Hellsing Ultimate,3
55,Higurashi no Naku Koro ni,7
55,Higurashi no Naku Koro ni Kai,7
55,Higurashi no Naku Koro ni Rei,5
55,Hoshi no Koe,6
55,JoJo no Kimyou na Bouken (TV),7
55,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,6
55,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,7
55,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,9
55,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8
55,Kara no Kyoukai 1: Fukan Fuukei,5
55,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7
55,Kara no Kyoukai 3: Tsuukaku Zanryuu,6
55,Kara no Kyoukai 4: Garan no Dou,6
55,Kara no Kyoukai 5: Mujun Rasen,6
55,Kara no Kyoukai 6: Boukyaku Rokuon,3
55,Kara no Kyoukai 7: Satsujin Kousatsu (Go),7
55,Kizumonogatari I: Tekketsu-hen,7
55,Kizumonogatari II: Nekketsu-hen,6
55,Kizumonogatari III: Reiketsu-hen,7
55,K-On!,8
55,Kono Subarashii Sekai ni Shukufuku wo!,8
55,Kono Subarashii Sekai ni Shukufuku wo! 2,8
55,Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,8
55,Koukaku Kidoutai,6
55,Koyomimonogatari,8
55,Mahou Shoujo Madoka★Magica,5
55,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,5
55,Mob Psycho 100,7
55,Mob Psycho 100 II,9
55,Mobile Suit Gundam I,6
55,Mobile Suit Gundam II: Soldiers of Sorrow,6
55,Monogatari Series: Second Season,8
55,Nekomonogatari: Kuro,6
55,Neon Genesis Evangelion,9
55,Neon Genesis Evangelion: The End of Evangelion,9
55,NHK ni Youkoso!,8
55,Nisemonogatari,8
55,Owarimonogatari,9
55,Owarimonogatari 2nd Season,6
55,Paprika,4
55,Perfect Blue,9
55,Psycho-Pass,4
55,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,6
55,Senki Zesshou Symphogear,2
55,Shigatsu wa Kimi no Uso,6
55,Shingeki no Kyojin,7
55,Shingeki no Kyojin Season 2,3
55,Shingeki no Kyojin Season 3,4
55,Shingeki no Kyojin Season 3 Part 2,6
55,Shouwa Genroku Rakugo Shinjuu,8
55,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,2
55,Steins;Gate,8
55,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,4
55,Suzumiya Haruhi no Shoushitsu,9
55,Suzumiya Haruhi no Yuuutsu,8
55,Suzumiya Haruhi no Yuuutsu (2009),7
55,Tengen Toppa Gurren Lagann,9
55,Tsukimonogatari,5
55,Youjuu Toshi,3
55,Zoku Owarimonogatari,8
56,86,7
56,3-gatsu no Lion,8
56,3-gatsu no Lion 2nd Season,9
56,5-toubun no Hanayome,6
56,5-toubun no Hanayome ∬,6
56,Adachi to Shimamura,4
56,Akame ga Kill!,4
56,Akudama Drive,7
56,Angel Beats!,6
56,Ao no Exorcist,4
56,Araburu Kisetsu no Otome-domo yo.,5
56,Ashita no Joe,8
56,Ashita no Joe 2,10
56,Asobi Asobase,8
56,Assassins Pride,2
56,Babylon,7
56,Baccano!,9
56,Bakemonogatari,9
56,Barakamon,8
56,Beastars,7
56,Beastars 2nd Season,7
56,Ben-To,6
56,Berserk: Ougon Jidai-hen I - Haou no Tamago,6
56,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,6
56,Berserk: Ougon Jidai-hen III - Kourin,8
56,Blend S,7
56,Boku no Hero Academia,7
56,Boku no Hero Academia 2nd Season,8
56,Carole & Tuesday,5
56,Casshern Sins,8
56,Clannad,7
56,Clannad: After Story,8
56,Code Geass: Hangyaku no Lelouch,7
56,Code Geass: Hangyaku no Lelouch R2,7
56,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,1
56,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,3
56,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7
56,Darwin's Game,3
56,Death Note,7
56,Deca-Dence,6
56,Devilman: Crybaby,6
56,Dorohedoro,8
56,Dragon Ball Super,2
56,Eizouken ni wa Te wo Dasu na!,8
56,Fate/Zero,6
56,Fate/Zero 2nd Season,6
56,Fullmetal Alchemist: Brotherhood,8
56,Fune wo Amu,7
56,Gabriel DropOut,7
56,Gakkougurashi!,7
56,Gokushufudou,5
56,Great Pretender,8
56,Hanamonogatari,8
56,Hellsing Ultimate,6
56,Himouto! Umaru-chan,4
56,Hinamatsuri (TV),8
56,Horimiya,5
56,Houseki no Kuni (TV),8
56,Hunter x Hunter (2011),10
56,Inferno Cop,6
56,Ishuzoku Reviewers,6
56,Jibaku Shounen Hanako-kun,6
56,Jouran: The Princess of Snow and Blood,5
56,Jujutsu Kaisen (TV),7
56,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8
56,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,9
56,Kaifuku Jutsushi no Yarinaoshi,1
56,Kaijuu no Kodomo,8
56,Kamisama ni Natta Hi,4
56,"Kanojo, Okarishimasu",3
56,Keijo!!!!!!!!,7
56,Kill la Kill,8
56,Kimi no Na wa.,6
56,Kizumonogatari I: Tekketsu-hen,8
56,Kizumonogatari II: Nekketsu-hen,8
56,Kizumonogatari III: Reiketsu-hen,9
56,Koe no Katachi,9
56,K-On!,7
56,Kore wa Zombie Desu ka?,5
56,Kore wa Zombie Desu ka? of the Dead,5
56,Kotonoha no Niwa,7
56,Koyomimonogatari,7
56,Lupin III: Cagliostro no Shiro,7
56,Majo no Tabitabi,5
56,Maoujou de Oyasumi,6
56,Medaka Box,4
56,Mob Psycho 100,8
56,Mob Psycho 100 II,9
56,Monogatari Series: Second Season,10
56,Mononoke Hime,7
56,Munou na Nana,3
56,Nana Maru San Batsu,6
56,Nanatsu no Taizai,3
56,Naruto,6
56,Nekomonogatari: Kuro,8
56,Neon Genesis Evangelion,10
56,Neon Genesis Evangelion: The End of Evangelion,9
56,Nichijou,7
56,Nisemonogatari,8
56,No Game No Life,6
56,Nora to Oujo to Noraneko Heart,4
56,Null Peta,5
56,Nyanko Days,5
56,One Punch Man,7
56,Owarimonogatari,9
56,Owarimonogatari 2nd Season,9
56,Perfect Blue,9
56,Pet,8
56,Promare,7
56,Pupa,1
56,Rail Romanesque,4
56,Re:Creators,8
56,Re:Zero kara Hajimeru Isekai Seikatsu,8
56,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8
56,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,7
56,ReLIFE,6
56,Saint Seiya: Soul of Gold,4
56,Saint Seiya: The Lost Canvas - Meiou Shinwa,4
56,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,4
56,Sen to Chihiro no Kamikakushi,7
56,Senryuu Shoujo,6
56,Shingeki no Kyojin,9
56,Shingeki no Kyojin Season 2,9
56,Shingeki no Kyojin Season 3,8
56,Shingeki no Kyojin Season 3 Part 2,9
56,Shingeki no Kyojin: The Final Season,8
56,Shingeki! Kyojin Chuugakkou,7
56,Somali to Mori no Kamisama,7
56,Sora yori mo Tooi Basho,8
56,Soul Eater,7
56,SSSS.Dynazenon,7
56,Steins;Gate,10
56,Steins;Gate 0,7
56,Super Cub,7
56,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,5
56,Tengen Toppa Gurren Lagann,8
56,Tonikaku Kawaii,2
56,Tsukimonogatari,8
56,Violet Evergarden,7
56,Vivy: Fluorite Eye's Song,5
56,Watashi ni Tenshi ga Maiorita!,7
56,Wonder Egg Priority,8
56,Wonder Egg Priority Special,3
56,Yakusoku no Neverland,7
56,Yakusoku no Neverland 2nd Season,3
56,Yesterday wo Utatte,7
56,Yojouhan Shinwa Taikei,9
56,Youjo Senki,6
56,Yuru Camp△,8
56,Yuru Camp△ Season 2,9
56,Yuukoku no Moriarty,5
56,Zoku Owarimonogatari,6
57,Ai no Kusabi,0
57,Akudama Drive,0
57,Beastars,0
57,Berserk: Ougon Jidai-hen I - Haou no Tamago,0
57,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,0
57,Berserk: Ougon Jidai-hen III - Kourin,0
57,Boku no Hero Academia,0
57,Boku no Hero Academia 2nd Season,0
57,Boku no Hero Academia 3rd Season,0
57,Boku no Hero Academia the Movie 1: Futari no Hero,0
57,Boku no Hero Academia the Movie 2: Heroes:Rising,0
57,Deca-Dence,0
57,Dr. Stone,0
57,Goblin Slayer,0
57,Goblin Slayer: Goblin's Crown,0
57,Gyo,0
57,Hataraku Saibou (TV),0
57,Kaze to Ki no Uta Sanctus: Sei Naru Kana,0
57,Kimetsu no Yaiba,0
57,Kimetsu no Yaiba Movie: Mugen Ressha-hen,0
57,Mob Psycho 100,0
57,Mob Psycho 100 II,0
57,Mutafukaz,0
57,One Punch Man,0
57,One Punch Man 2nd Season,0
57,Puparia,0
57,Saiki Kusuo no Ψ-nan,0
57,Saiki Kusuo no Ψ-nan 2,0
57,Tensei shitara Slime Datta Ken,0
57,Vinland Saga,0
58,7 Seeds,5
58,7 Seeds 2nd Season,5
58,Akame ga Kill!,8
58,Akame ga Kill! Recap,5
58,Akudama Drive,8
58,Baki,6
58,Beyblade Burst,9
58,Beyblade Burst God,7
58,Boku no Hero Academia,8
58,Boku no Hero Academia 2nd Season,9
58,Boku no Hero Academia 3rd Season,7
58,Boku no Hero Academia 4th Season,8
58,Death Note,8
58,Dr. Stone,8
58,Dr. Stone: Stone Wars,9
58,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
58,Fullmetal Alchemist: Brotherhood,9
58,Horimiya,8
58,Hunter x Hunter,6
58,Hunter x Hunter (2011),10
58,Hunter x Hunter Movie 1: Phantom Rouge,8
58,Hunter x Hunter Movie 2: The Last Mission,8
58,Hunter x Hunter: Greed Island,4
58,Hunter x Hunter: Greed Island Final,5
58,Jujutsu Kaisen (TV),9
58,Kakegurui,6
58,Kakegurui××,6
58,Kemono Jihen,8
58,Kimetsu no Yaiba,7
58,Kimetsu no Yaiba Movie: Mugen Ressha-hen,0
58,Kimi no Na wa.,9
58,Koe no Katachi,10
58,Kujira no Kora wa Sajou ni Utau,6
58,Kuma Kuma Kuma Bear,4
58,Kuroko no Basket,8
58,Kuroko no Basket 2nd Season,8
58,Kuroko no Basket 3rd Season,7
58,Kuroko no Basket Movie 4: Last Game,7
58,Magi: Sinbad no Bouken (TV),6
58,Majo no Tabitabi,7
58,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",5
58,Maoujou de Oyasumi,7
58,Metal Fight Beyblade,7
58,Mob Psycho 100,8
58,Mushoku Tensei: Isekai Ittara Honki Dasu,7
58,Nanatsu no Taizai,7
58,Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,4
58,Nanatsu no Taizai: Imashime no Fukkatsu,6
58,Nanatsu no Taizai: Kamigami no Gekirin,5
58,Nanatsu no Taizai: Seisen no Shirushi,5
58,Naruto,8
58,Naruto: Shippuuden,6
58,No Game No Life,7
58,No Game No Life: Zero,5
58,One Punch Man,8
58,One Punch Man 2nd Season,6
58,Pokemon,6
58,Pokemon Movie 01: Mewtwo no Gyakushuu,0
58,Shigatsu wa Kimi no Uso,10
58,Shingeki no Kyojin,10
58,Shingeki no Kyojin Season 2,7
58,Shingeki no Kyojin Season 3,7
58,Shingeki no Kyojin Season 3 Part 2,8
58,Shingeki no Kyojin: Lost Girls,6
58,Shingeki no Kyojin: The Final Season,9
58,Shokugeki no Souma,8
58,Shokugeki no Souma: Ni no Sara,8
58,SK∞,7
58,Tate no Yuusha no Nariagari,6
58,The God of High School,6
58,The Last: Naruto the Movie,6
58,Tonikaku Kawaii,7
58,Yakusoku no Neverland,8
58,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),8
59,86,6
59,Angel Beats!,0
59,Ansatsu Kyoushitsu,9
59,Ansatsu Kyoushitsu 2nd Season,10
59,Ansatsu Kyoushitsu: Deai no Jikan,0
59,Asobi Asobase,8
59,Bakemonogatari,8
59,Black Lagoon,8
59,Black Lagoon: Roberta's Blood Trail,9
59,Black Lagoon: The Second Barrage,9
59,Boku no Hero Academia,8
59,Boku no Hero Academia 2nd Season,8
59,Boku no Hero Academia 3rd Season,9
59,Boku no Hero Academia 4th Season,8
59,Boku no Hero Academia the Movie 1: Futari no Hero,7
59,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,7
59,Bungou Stray Dogs,8
59,Bungou Stray Dogs 2nd Season,9
59,Bungou Stray Dogs 3rd Season,8
59,Bungou Stray Dogs: Dead Apple,6
59,Bungou Stray Dogs: Hitori Ayumu,8
59,Chuunibyou demo Koi ga Shitai!,7
59,Code Geass: Hangyaku no Lelouch,4
59,Code Geass: Hangyaku no Lelouch R2,3
59,Danshi Koukousei no Nichijou,9
59,Danshi Koukousei no Nichijou Specials,8
59,Darling in the FranXX,6
59,Darwin's Game,5
59,Death Note,7
59,Dr. Stone,9
59,Dumbbell Nan Kilo Moteru?,7
59,Eizouken ni wa Te wo Dasu na!,7
59,Fullmetal Alchemist: Brotherhood,10
59,Gankutsuou,8
59,Great Pretender,8
59,Haikyuu!!,8
59,Haikyuu!! Second Season,9
59,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,9
59,Haikyuu!!: Riku vs. Kuu,7
59,Haikyuu!!: To the Top,8
59,Haikyuu!!: To the Top 2nd Season,8
59,Hanebado!,6
59,Hataraku Maou-sama!,0
59,Hataraku Saibou (TV),7
59,Isekai Shokudou,0
59,Ishuzoku Reviewers,7
59,Jujutsu Kaisen (TV),8
59,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,9
59,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,9
59,Kakegurui,0
59,Kaze ga Tsuyoku Fuiteiru,7
59,Kimetsu no Yaiba,9
59,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8
59,Kiseijuu: Sei no Kakuritsu,0
59,Kobayashi-san Chi no Maid Dragon,7
59,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7
59,Koe no Katachi,10
59,K-On!,9
59,K-On! Movie,8
59,K-On!!,10
59,K-On!!: Keikaku!,0
59,K-On!: Live House!,8
59,Kono Subarashii Sekai ni Shukufuku wo!,9
59,Kono Subarashii Sekai ni Shukufuku wo! 2,9
59,Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,9
59,Kuroko no Basket,0
59,Kuroko no Basket 2nd Season,0
59,Kuroko no Basket 3rd Season,0
59,Kuroko no Basket Movie 4: Last Game,0
59,Log Horizon,9
59,Log Horizon 2nd Season,8
59,Love Live! School Idol Project,5
59,Mahou Shoujo Madoka★Magica,8
59,Mob Psycho 100,9
59,Mob Psycho 100 II,10
59,Nekomonogatari: Kuro,6
59,Nisemonogatari,6
59,No Game No Life,0
59,One Punch Man,9
59,One Punch Man 2nd Season,7
59,Ouran Koukou Host Club,0
59,Overlord,7
59,Overlord II,8
59,Overlord III,8
59,Saiki Kusuo no Ψ-nan,8
59,Saiki Kusuo no Ψ-nan 2,8
59,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,7
59,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8
59,Sakamichi no Apollon,8
59,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,9
59,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8
59,Shingeki no Kyojin,7
59,Shingeki no Kyojin Season 2,7
59,Shingeki no Kyojin Season 3,8
59,Shingeki no Kyojin Season 3 Part 2,8
59,Shingeki no Kyojin: The Final Season,9
59,Shokugeki no Souma,0
59,Shokugeki no Souma: Ni no Sara,0
59,Shokugeki no Souma: San no Sara,0
59,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,0
59,Shokugeki no Souma: Shin no Sara,0
59,Sword Art Online,0
59,Sword Art Online Alternative: Gun Gale Online,0
59,Tate no Yuusha no Nariagari,0
59,Tensei shitara Slime Datta Ken,6
59,Toradora!,8
59,Tsurezure Children,8
59,Violet Evergarden,0
59,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,0
59,Vivy: Fluorite Eye's Song,7
59,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,0
59,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,0
59,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,0
59,Yuru Camp△,9
59,Yuru Camp△ Season 2,9
59,Yuukoku no Moriarty,8
59,Zombieland Saga,8
60,Another,7
60,Ansatsu Kyoushitsu,8
60,Ansatsu Kyoushitsu 2nd Season,9
60,Ao no Exorcist,6
60,Banana Fish,10
60,Black Clover,7
60,Boku dake ga Inai Machi,8
60,Boku no Hero Academia,7
60,Boku no Hero Academia 2nd Season,7
60,Boku no Hero Academia 3rd Season,7
60,Boku no Hero Academia 4th Season,6
60,Charlotte,9
60,Clannad,3
60,Code Geass: Hangyaku no Lelouch,10
60,Code Geass: Hangyaku no Lelouch R2,10
60,Death Note,9
60,Death Parade,9
60,Devilman: Crybaby,9
60,Dororo,9
60,Dr. Stone,9
60,Dr. Stone: Stone Wars,9
60,Elfen Lied,1
60,Free!,7
60,Free!: Dive to the Future,8
60,Free!: Eternal Summer,8
60,Fullmetal Alchemist: Brotherhood,10
60,Given,7
60,Happy Sugar Life,6
60,High☆Speed!: Free! Starting Days,8
60,Hotaru no Haka,8
60,Hotarubi no Mori e,8
60,Jujutsu Kaisen (TV),9
60,Kaichou wa Maid-sama!,4
60,Kimetsu no Yaiba,7
60,Kimetsu no Yaiba Movie: Mugen Ressha-hen,9
60,Kimi no Na wa.,8
60,Kimi no Suizou wo Tabetai,8
60,Kiseijuu: Sei no Kakuritsu,9
60,Koe no Katachi,8
60,Kuroshitsuji,8
60,Kuroshitsuji: Book of Circus,9
60,Lovely★Complex,5
60,Mirai Nikki (TV),6
60,Mononoke,9
60,Naruto: Shippuuden,10
60,Neon Genesis Evangelion,8
60,No Game No Life,7
60,Noragami,8
60,Noragami Aragoto,9
60,Ouran Koukou Host Club,10
60,Pupa,1
60,Satsuriku no Tenshi,6
60,Shigatsu wa Kimi no Uso,4
60,Shiki,7
60,Shingeki no Kyojin,9
60,Shingeki no Kyojin Season 2,9
60,Shingeki no Kyojin Season 3,10
60,Shingeki no Kyojin Season 3 Part 2,10
60,Shingeki no Kyojin: The Final Season,9
60,SK∞,6
60,Steins;Gate,10
60,Tokyo Ghoul,8
60,Toradora!,1
60,Vinland Saga,9
60,Violet Evergarden,10
60,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,2
60,Wonder Egg Priority,7
60,Yakusoku no Neverland,10
60,Yuri!!! on Ice,7
60,Zankyou no Terror,8
61,91 Days,8
61,Akame ga Kill!,8
61,Ansatsu Kyoushitsu,8
61,Ansatsu Kyoushitsu 2nd Season,9
61,Ao no Exorcist,7
61,Arifureta Shokugyou de Sekai Saikyou,7
61,Arifureta Shokugyou de Sekai Saikyou Recap,6
61,Arifureta Shokugyou de Sekai Saikyou Specials,6
61,Boku dake ga Inai Machi,8
61,Boku no Hero Academia,8
61,Boku no Hero Academia 2nd Season,8
61,Boku no Hero Academia 3rd Season,8
61,Boku no Hero Academia 4th Season,8
61,Boku no Hero Academia the Movie 1: Futari no Hero,8
61,Boku no Hero Academia the Movie 2: Heroes:Rising,8
61,Charlotte,9
61,Cike Wu Liuqi,8
61,Code Geass: Hangyaku no Lelouch,10
61,Code Geass: Hangyaku no Lelouch R2,10
61,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,8
61,Darling in the FranXX,7
61,Date A Live,7
61,Death March kara Hajimaru Isekai Kyousoukyoku,6
61,Death Note,9
61,Death Parade,8
61,Devilman: Crybaby,8
